event_date,event_country,event_name,player_place,prize_usd,player_id,source,last_updated
20-Jul-21,United States,"$ 200 + 40 No Limit Hold'em - Double Stack (Event #14)World Poker Tour - WPT Choctaw, Durant",12th,1801,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
10-Jul-21,United States,"$ 500 No Limit Hold'emThe Wynn Summer Classic, Las Vegas",88th,2074,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
16-May-21,United States,"$ 300 No Limit Hold'em - MonsterStack (Event #15)DeepStack Championship Poker Series (MSPT, WPT, WPTDS, PokerGO Tour), Las Vegas",8th,1257,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
9-May-21,United States,"$ 300 No Limit Hold'em - MonsterStack (Event #9)DeepStack Championship Poker Series (MSPT, WPT, WPTDS, PokerGO Tour), Las Vegas",2nd,5000,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
29-Apr-21,United States,"$ 545 + 55 No Limit Hold'emThe Wynn Signature Series, Las Vegas",79th,1641,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
26-Apr-21,United States,"$ 360 + 40 No Limit Hold'emThe Wynn Signature Series, Las Vegas",4th,18275,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
29-Jan-21,United States,"$ 600 No Limit Hold'em - Lone Star Main Event II (Event #15)Lone Star Poker Series - Champions Social, Houston",94th,1200,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
28-Jan-21,United States,"$ 600 No Limit Hold'em - Lone Star Surprise Bounty (Event #13)Lone Star Poker Series - Champions Social, Houston",5th,3474,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
24-Jan-21,United States,"$ 135 No Limit Hold'em - Sunday Freezeout2021 Texas Card House Dallas Recurring Tournaments, Dallas",8th,330,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
19-Jan-21,United States,"$ 175 No Limit Hold'em - Tuesday Bounty2021 Texas Card House Dallas Recurring Tournaments, Dallas",1st,2646,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
9-Jan-21,United States,"$ 365 No Limit Hold'em - Saturday2021 Texas Card House Dallas Recurring Tournaments, Dallas",6th,1480,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
7-Jan-21,United States,"$ 265 No Limit Hold'em - Thursday2021 Texas Card House Dallas Recurring Tournaments, Dallas",2nd,2017,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
5-Jan-21,United States,"$ 175 No Limit Hold'em - Tuesday Bounty2021 Texas Card House Dallas Recurring Tournaments, Dallas",1st,2066,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
29-Nov-20,United States,"$ 285 No Limit Hold'em - Sunday Freezeout2020 Texas Card House Dallas Recurring Tournaments, Dallas",7th,740,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
5-Jan-20,United States,"$ 400 No Limit Hold'em - Monster Stack (Ring Event #3)WSOP Circuit - WSOPC Choctaw, Durant",2nd,23338,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
2-Nov-19,United States,"$ 400 No Limit Hold'em - Bounty (Event #5)WSOP Circuit - WSOPC Choctaw, Durant",17th,673,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
31-Oct-19,United States,"$ 400 No Limit Hold'em - Double Stack (Event #2)WSOP Circuit - WSOPC Choctaw, Durant",3rd,9303,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
30-Aug-19,United States,"$ 1,500 No Limit Hold'em - Main Event  (Event #8)2019 Labor Day River Poker Series, Thackerville",122nd,2822,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
28-Aug-19,United States,"$ 500 No Limit Hold'em - Monster Stack (Event #7)2019 Labor Day River Poker Series, Thackerville",8th,3990,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
22-Aug-19,United States,"$ 500 No Limit Hold'em - NLH Ultimate (Event #1)2019 Labor Day River Poker Series, Thackerville",6th,20207,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
18-Jul-19,United States,"$ 400 No Limit Hold'em  (Ring Event #2)WSOP Circuit - WSOPC Choctaw, Durant",37th,1940,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
13-Jan-18,United States,"$ 365 No Limit Hold'em ( Event #12)WSOP Circuit - WSOPC Choctaw, Durant",109th,555,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
12-Jan-18,United States,"$ 1,675 No Limit Hold'em - Main Event (Event #11)WSOP Circuit - WSOPC Choctaw, Durant",109th,3035,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
5-Jan-18,United States,"$ 365 No Limit Hold'em ( Event #2)WSOP Circuit - WSOPC Choctaw, Durant",251st,677,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
4-Aug-17,United States,"$ 3,500 + 200 No Limit Hold'em - WPT Main EventWorld Poker Tour - WPT Choctaw, Durant",72nd,8211,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
6-Jan-17,United States,"$ 100 + 25 No Limit Hold'em - 200k GTDWSOP Circuit - WSOPC Choctaw, Durant",88th,559,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
15-Apr-16,United States,"$ 100 + 25 No Limit Hold'em - Freeze Out #25Choctaw Poker Series / Poker Night in America, Durant",104th,517,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
30-Oct-15,United States,"$ 1,000 + 80 No Limit Hold'em - ChampionshipChoctaw Fall Poker Series, Durant",60th,1840,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
25-May-15,United States,"$ 600 No Limit Hold'em #8Deep Stack Extravaganza III, Las Vegas",44th,1271,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
14-Jan-15,United States,"$ 580 No Limit Hold'em (Ring Event #10)WSOP Circuit - WSOPC Choctaw, Durant",28th,1050,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
9-Jan-15,United States,"$ 365 No Limit Hold'em - Re-Entry (Ring Event #3)WSOP Circuit - WSOPC Choctaw, Durant",118th,1070,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
7-Nov-14,United States,"$ 1,675 No Limit Hold'em - Main EventWSOP Circuit - WSOPC Lake Tahoe, Lake Tahoe",14th,7877,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
24-Oct-14,United States,"$ 100 + 25 No Limit Hold'em - #4Choctaw Fall Poker Series, Durant",80th,449,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
29-Aug-14,United States,"$ 2,400 + 100 No Limit Hold'em-Event 62014 The River Poker Series, Thackerville",130th,4415,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
22-Aug-14,United States,"$ 500 + 50 No Limit Hold'em-Event 42014 The River Poker Series, Thackerville",4th,26965,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
14-Aug-14,United States,"$ 300 + 50 No Limit Hold'em-Event 12014 The River Poker Series, Thackerville",90th,875,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
1-Aug-14,United States,"$ 1,500 + 120 Championship Event #692014 Card Player Poker Tour - $1.3 Million Choctaw, Durant",27th,5578,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
26-Jul-14,United States,"$ 500 + 70 No-Limit Hold'em #412014 Card Player Poker Tour - $1.3 Million Choctaw, Durant",6th,10645,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
25-Jul-14,United States,"$ 400 + 50 No Limit Hold'em #352014 Card Player Poker Tour - $1.3 Million Choctaw, Durant",1st,32532,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
12-Jan-14,United States,"$ 365 No Limit Hold'emWSOP Circuit - WSOPC Durant, Durant",10th,1541,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
10-Jan-14,United States,"$ 365 No Limit Hold'em - Re-Entry $300,000 GuaranteeWSOP Circuit - WSOPC Durant, Durant",62nd,1806,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
15-Nov-13,United States,"$ 1,675 No Limit Hold'em - Main EventWSOP Circuit - WSOPC Louisiana, Bossier City",11th,11064,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
20-Aug-13,United States,"$ 450 No Limit Hold'em - BountyThe River Poker Series, Thackerville",11th,1820,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
19-Jul-13,United States,"$ 100 + 20 No Limit Hold'em - $100,000 Guaranteed2013 Card Player Poker Tour - Choctaw, Durant",36th,1050,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
10-Jul-13,United States,"$ 1,125 No Limit Hold'em2013 Carnivale of Poker, Las Vegas",9th,2610,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
8-Jul-13,United States,"$ 365 No Limit Hold'em2013 Carnivale of Poker, Las Vegas",1st,13905,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
15-May-13,United States,"$ 365 No Limit Hold'emWSOP Circuit - WSOPC New Orleans, New Orleans",25th,741,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
16-Mar-13,United States,"$ 365 No Limit Hold'em - Re-EntryWSOP Circuit - WSOPC Black Hawk, Black Hawk",42nd,649,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
27-Jan-13,United States,"$ 365 No Limit Hold'emWSOP Circuit - WSOPC Tunica, Robinsonville",15th,1105,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
10-Nov-12,United States,"$ 365 No Limit Hold'em - Re-EntryWSOP Circuit - WSOPC Lake Tahoe, Lake Tahoe",7th,6019,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
11-Oct-12,United States,"$ 365 No Limit Hold'em - Re-EntryWSOP Circuit - WSOPC Hammond, Hammond",252nd,495,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
22-Sep-12,United States,"$ 1,675 No Limit Hold'em - Main EventWSOP Circuit - WSOPC Bossier City, Bossier City",15th,8396,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
16-Aug-12,United States,"$ 300 + 30 No Limit Hold'em - Re-entry2012 The River Guaranteed $4,000,000 Poker Series, Thackerville",57th,892,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
28-Jun-12,United States,"$ 600 Pot Limit OmahaDeep Stack Extravaganza III, Las Vegas",4th,12776,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
21-Jun-12,United States,"$ 235 No Limit Hold'em IRio Daily Deepstacks 2012, Las Vegas",157th,377,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
16-May-12,United States,"$ 355 No Limit Hold'emWSOP Circuit - WSOPC New Orleans, New Orleans",6th,4893,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
19-Apr-12,United States,"$ 355 No Limit Hold'emWSOP Circuit - WSOPC St. Louis, Maryland Heights",33rd,686,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
12-Feb-12,United States,"$ 345 No Limit Hold'emWSOP Circuit - WSOPC Tunica, Robinsonville",11th,1330,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
6-Jan-12,United States,"$ 300 + 45 No Limit Hold'emWSOP Circuit - WSOPC Bicycle Casino, Los Angeles",1st,25242,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
13-Oct-11,United States,"$ 350 No Limit Hold'em - Re-EntryWSOP Circuit - WSOPC Hammond, Hammond",193rd,917,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
2-Oct-11,United States,"$ 200 No Limit Hold'emTJ Cloutier Choctaw Poker Challenge, Durant",12th,585,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
17-Sep-11,United States,"$ 1,600 No Limit Hold'em - Main EventWSOP Circuit - WSOPC Bossier City, Bossier City",31st,3573,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
22-Jun-11,United States,"$ 1,500 No Limit Hold'em42nd World Series of Poker - WSOP 2011, Las Vegas",74th,5489,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
21-Jun-11,United States,"$ 120 Pot Limit Omaha - Six Handed2011 Mega Stack Series, Las Vegas",6th,1029,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
19-Jun-11,United States,"$ 1,000 No Limit Hold'em42nd World Series of Poker - WSOP 2011, Las Vegas",246th,2093,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
27-May-11,United States,"No Limit Hold'em - National ChampionshipWorld Series of Poker - WSOP National Championship 2011, Las Vegas",4th,100000,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
11-Apr-11,United States,"$ 345 No Limit Hold'emWSOP Circuit - WSOPC St. Louis, Maryland Heights",1st,17855,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
8-Apr-11,United States,"$ 345 No Limit Hold'emWSOP Circuit - WSOPC St. Louis, Maryland Heights",13th,2113,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
3-Apr-11,United States,"$ 345 Omaha Hi LoWSOP Circuit - WSOPC St. Louis, Maryland Heights",7th,1897,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
28-Feb-11,United States,"$ 345 No Limit Hold'emWSOP Circuit - WSOPC West Palm Beach, West Palm Beach",35th,558,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
13-Feb-11,United States,"$ 1,600 No Limit Hold'em - Main EventWSOP Circuit - WSOPC Tunica, Robinsonville",10th,11121,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
10-Feb-11,United States,"$ 555 No Limit Hold'emWSOP Circuit - WSOPC Tunica, Robinsonville",1st,32394,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
21-Jan-11,United States,"$ 500 + 60 No Limit Hold'emWSOP Circuit - WSOPC Choctaw, Durant",29th,1156,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
9-Jan-11,United States,"$ 235 No Limit Hold'em - Ladies EventWSOP Circuit - WSOPC Choctaw, Durant",2nd,4953,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
11-Jun-10,United States,"$ 1,000 No Limit Hold'em - Ladies Championship41st World Series of Poker - WSOP 2010, Las Vegas",7th,22728,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
24-Jun-09,United States,"$ 300 + 30 No Limit Hold'em2009 Mega Stack Series, Las Vegas",1st,11779,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
2-Jun-09,United States,"$ 300 + 30 No Limit Hold'em2009 Deep Stack Extravaganza III, Las Vegas",2nd,31370,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
13-Apr-09,United States,"$ 300 + 30 No Limit Hold'em2009 Deep Stack Extravaganza II , Las Vegas",13th,778,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
9-Jun-08,United States,"$ 300 + 30 No Limit Hold'em - Ladies Event2008 The Grand Poker Series, Las Vegas",20th,382,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
9-Jul-06,United States,"$ 1,000 Ladies No Limit Hold'em37th World Series of Poker - WSOP 2006, Las Vegas",23rd,6672,68423,https://pokerdb.thehendonmob.com/player.php?a=r&n=68423,10/19/2021
18-Jul-19,United States,"$ 600 No Limit Hold'em - Double Stack (Event #122)DeepStack Championship Poker Series, Las Vegas",49th,1358,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
16-Jul-19,United States,"$ 400 No Limit Hold'em - Seniors (Event #116) DeepStack Championship Poker Series, Las Vegas",2nd,7060,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
14-Jul-19,United States,"$ 400 No Limit Hold'em - MonsterStack (Event #111)DeepStack Championship Poker Series, Las Vegas",4th,8733,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
12-Jul-19,United States,"$ 400 No Limit Hold'em2019 ARIA Poker Classic, Las Vegas",3rd,7515,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
10-Jul-19,United States,"$ 400 No Limit Hold'em2019 ARIA Poker Classic, Las Vegas",3rd,5400,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
4-May-19,Canada,"C$ 150 + 15 No Limit Hold'em - Freeze #6Playground Power Weekend - May, Kahnawake",10th,209,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
23-Jan-19,Canada,"C$ 200 + 20 No Limit Hold'em -  Grand Prix Canada2019 World Cup of Cards, Kahnawake",88th,750,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
3-Nov-18,Canada,"C$ 200 + 20 No Limit Hold'em - Ladies Event #5 World Poker Tour - partypoker WPT Montreal, Kahnawake",8th,576,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
26-Oct-18,Canada,"C$ 500 + 50 No Limit Hold'em - WPT500World Poker Tour - partypoker WPT Montreal, Kahnawake",173rd,858,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
27-Aug-17,Canada,"C$ 135 + 25 No Limit Hold'em - Strangers in the Night Poker Fundraiser (Event #16)2017 World Cup of Cards, Kahnawake",10th,1001,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
30-Mar-17,United States,"$ 1,100 No Limit Hold'em - MSPT Main EventMid-States Poker Tour - MSPT Colorado, Black Hawk",36th,2747,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
9-Aug-16,United States,"$ 200 No Limit Hold'em - Seniors Event Colorado Poker Championship CPC 16, Black Hawk",5th,1430,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
8-Aug-16,United States,"$ 200 No Limit Hold'em - Deepstack (Event #6)Colorado Poker Championship CPC 16, Black Hawk",1st,6140,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
4-Aug-16,United States,"$ 400 No Limit Hold'em - CPC Kickoff (Event #1)Colorado Poker Championship CPC 16, Black Hawk",48th,707,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
17-Nov-15,Canada,"C$ 1,000 + 100 No Limit Hold'em - Freeze (Event #12)World Poker Tour - partypoker.net WPT Montreal, Kahnawake",9th,2859,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
11-Nov-15,Canada,"C$ 300 + 30 No Limit Hold'em - Survivor (Event #8)World Poker Tour - partypoker.net WPT Montreal, Kahnawake",1st,2193,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
29-May-15,United States,"$ 565 No Limit Hold'em The Colossus (Event #5)46th World Series of Poker - WSOP 2015, Las Vegas",694th,4027,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
19-Apr-15,Canada,"C$ 135 + 15 No Limit Hold'em The Wild $150 (Event #1)World Poker Tour - partypoker.net WPT Canadian Spring Championship, Kahnawake",74th,310,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
12-Oct-14,England,"£ 300 + 30 #21 No Limit Hold'emEuropean Poker Tour - EPT London, London",12th,980,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
10-Sep-14,United States,"$ 1,500 + 150 No Limit Hold'em - HPT Main EventHeartland Poker Tour - HPT Colorado, Black Hawk",41st,4639,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
29-Aug-14,Canada,"C$ 1,000 + 100 Playground Poker Montreal Festival Main EventPlayground Poker Montreal Festival , Kahnawake",31st,3988,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
26-Aug-14,Spain,"€ 500 + 50 #35 No Limit Hold'em - DeepstackEuropean Poker Tour - EPT Barcelona, Barcelona",35th,1148,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
15-Jul-14,United States,"$ 300 No Limit Hold'em #71 Black Chip BountyDeepstack Extravaganza III, Las Vegas",18th,330,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
10-Oct-13,England,"£ 10,000 + 300 No Limit Hold'em - High RollerEuropean Poker Tour - EPT London, London",4th,214543,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
6-Oct-13,England,"£ 5,000 + 250 No Limit Hold'em - Main EventEuropean Poker Tour - EPT London, London",30th,24224,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
29-Aug-13,United States,"$ 240 No Limit Hold'em  Deepstack TurboSeminole Hard Rock 2013 Poker Open, Hollywood",5th,2025,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
22-Aug-13,United States,"$ 5,300 No Limit Hold'em - Championship EventSeminole Hard Rock 2013 Poker Open, Hollywood",171st,11635,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
6-Jul-13,United States,"$ 10,000 World Championship - No Limit Hold'em (Event #62)44th World Series of Poker - WSOP 2013, Las Vegas",343rd,32242,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
21-Mar-13,United States,"$ 580 No Limit Hold'emWSOP Circuit - WSOPC Black Hawk, Black Hawk",15th,1460,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
19-Feb-13,United States,"$ 600 No Limit Hold'emDeep Stack Extravaganza I, Las Vegas",2nd,11557,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
17-Feb-13,United States,"$ 580 No Limit Hold'emWSOP Circuit - WSOPC Caesars Palace, Las Vegas",16th,1293,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
18-Jan-13,Canada,"C$ 500 + 50 No Limit Hold'emPlayground Poker Club Deepstack, Kahnawake",11th,3014,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
21-Dec-12,United States,"$ 1,000 + 100 No Limit Hold'em - Main EventColorado Poker Championship 5, Black Hawk",10th,4940,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
15-Dec-12,United States,"$ 200 + 40 No Limit Hold'em - DeepstackColorado Poker Championship 5, Black Hawk",4th,2560,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
12-Sep-12,United States,"$ 1,500 + 150 No Limit Hold'em - Main EventHeartland Poker Tour - HPT Colorado, Black Hawk",2nd,139839,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
29-Jul-12,United States,"$ 1,000 + 100 No Limit Hold'emColorado Poker Championship 4, Black Hawk",24th,2600,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
10-Jul-12,United States,"$ 1,000 + 80 No Limit Hold'em - Championship Event2012 Mega Stack Series, Las Vegas",54th,4118,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
12-Jun-12,United States,"$ 235 No Limit Hold'em IRio Daily Deepstacks 2012, Las Vegas",27th,1128,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
10-Jun-12,United States,"$ 185 No Limit Hold'em IIRio Daily Deepstacks 2012, Las Vegas",26th,330,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
5-May-12,Canada,"C$ 2,200 No Limit Hold'em - Deepstack2012 Playground Poker Classic, Kahnawake",2nd,35601,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
30-Jan-12,United States,"$ 340 No Limit Hold'emDeep Stack Extravaganza I, Las Vegas",10th,1348,226555,https://pokerdb.thehendonmob.com/player.php?a=r&n=226555,10/19/2021
8-Oct-21,United States,"$ 1,500 No Limit Hold'em - Millionaire Maker (Event #17)52nd World Series of Poker - WSOP 2021, Las Vegas",221st,4900,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
30-May-19,United States,"$ 500 No Limit Hold'em - BIG 50 (Event #3)50th World Series of Poker - WSOP 2019, Las Vegas",1214th,1744,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
25-Jun-18,United States,"$ 1,500 No Limit Hold'em - Bounty (Event #51)49th World Series of Poker - WSOP 2018, Las Vegas",256th,1484,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
3-Jun-18,United States,"$ 1,100 No Limit Hold'em - Mid-States Poker Tour - MSPT The VenetianDeepStack Championship Poker Series, Las Vegas",408th,2408,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
2-Jun-18,United States,"$ 565 No Limit Hold'em - Colossus (Event #7)49th World Series of Poker - WSOP 2018, Las Vegas",585th,2347,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
19-Feb-18,United States,"$ 1,600 No Limit Hold'em - SuperStack  (Event #36)DeepStack Extravaganza I, Las Vegas",49th,3859,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
31-Oct-17,United States,"$ 800 No Limit Hold'em 8 Max #4DeepStack Extravaganza IV, Las Vegas",6th,8400,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
30-Oct-17,United States,"$ 400 No Limit Hold'em SuperStack #1DeepStack Extravaganza IV, Las Vegas",4th,5029,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
20-Oct-17,United States,"$ 540 + 60 No Limit Hold'em - Main EventRun It Up Reno V, Reno",37th,1250,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
22-May-17,United States,"$ 400 No Limit Hold'em - SuperStack #12Deepstack Extravaganza III, Las Vegas",12th,3317,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
5-May-16,United States,"$ 675 No Limit Hold'em - RUNGOOD Main EventRUNGOOD Poker Series - RGPS Tulsa, Tulsa",6th,7929,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
4-May-16,United States,"$ 180 No Limit Hold'em - RG DEEPSTACKRUNGOOD Poker Series - RGPS Tulsa, Tulsa",30th,348,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
